url,address,price,State of the property,Availability,Number of bedrooms,postal_code,city,Surface bedroom 1,Livable surface,Furnished,Kitchen equipment,Kitchen type,Number of showers,Number of toilets,Type of heating,Type of glazing,Entry phone,Elevator,Access for disabled,Floor of appartment,Number of facades,Number of floors,Garden,Terrace,Surface terrace,Swimming pool,Specific primary energy consumption,Validity date EPC/PEB,CO2 emission,Certification - Electrical installation,Flooding Area type,Demarcated flooding area
https://immovlan.be/en/detail/apartment/for-sale/7330/saint-ghislain/vbc93932,Square de la Faiencerie 1 6,232000,New,,2.0,7330.0,saint-ghislain,12 m²,84 m²,,,,,1.0,Electricity,Double glass,Yes,Yes,,0.0,,3.0,Yes,Yes,12 m²,No,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd16894,Rue Anna Boch 1 301,175000,,On contract,3.0,7100.0,la-louviere,9 m²,98 m²,No,,,,,Gas,Double glass,,No,No,3.0,2.0,3.0,No,Yes,,No,138 kWh/m²/year,04/07/2035,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23560,Rue Alfred Schelfaut 9,189000,Excellent,,1.0,7110.0,boussoit,17 m²,85 m²,No,,,1.0,,Gas,Double glass,Yes,No,No,0.0,2.0,2.0,,Yes,8 m²,,275 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23558,Rue Alfred Schelfaut 9,89000,Excellent,,1.0,7110.0,boussoit,,38 m²,Yes,Super equipped,,1.0,,,,Yes,No,No,1.0,2.0,2.0,,,,,388 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbc64058,Rue des Champs 108,250000,New,On contract,4.0,7100.0,la-louviere,,,No,,Independent,,,,Double glass,,No,No,,2.0,3.0,,Yes,,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/7100/la-louviere/vwd06023,RUE DE LA LOI 50 A 201,149000,Excellent,Immediately,4.0,7100.0,la-louviere,,105 m²,,Fully equipped,,,,Gas,Double glass,,,,,,,,Yes,,,161 kWh/m²/year,06/06/2023,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd23424,Rue de l'Olive 17 0101,186000,Excellent,On contract,2.0,7100.0,la-louviere,10 m²,91 m²,No,Fully equipped,Western kitchen,,2.0,Gas,Double glass,Yes,Yes,Yes,1.0,2.0,3.0,No,Yes,,No,149 kWh/m²/year,05/09/2035,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vwd14478,RUE DE LONGTAIN 131,149000,,,3.0,7100.0,la-louviere,,100 m²,,Fully equipped,,,,Gas,Double glass,,,,,,,,Yes,,,331 kWh/m²/year,31/07/2025,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd16731,Rue Kéramis 50 104,160000,Normal,On contract,2.0,7100.0,la-louviere,15 m²,105 m²,No,Fully equipped,Western kitchen,,1.0,Gas,Double glass,Yes,Yes,Yes,1.0,2.0,,No,Yes,,,172 kWh/m²/year,12/06/2035,32.0,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/houdeng-goegnies/vbc93443,7110 Houdeng-Goegnies,95000,,,2.0,7110.0,houdeng-goegnies,,64 m²,No,,,,1.0,Electricity,,,No,,3.0,,,No,No,,,324 kWh/m²/year,27/08/2027,92.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vwd14587,Rue de Longtain 131,125000,,,2.0,7100.0,la-louviere,,100 m²,,Partially equipped,Independent,,,Gas,Double glass,Yes,Yes,No,,,,No,No,,No,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23562,Rue Alfred Schelfaut 9,219000,Excellent,,2.0,7110.0,boussoit,17 m²,130 m²,No,Super equipped,,1.0,,Gas,,Yes,No,No,2.0,2.0,2.0,,Yes,,,174 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vwd09203,Rue Croix Du Feux 5 803,99000,,,2.0,7100.0,la-louviere,,83 m²,,,,,,Not specified,,,,,,,,,,,,206 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23563,Rue Alfred Schelfaut 9,89000,Excellent,,1.0,7110.0,boussoit,,38 m²,Yes,Super equipped,,1.0,,,,Yes,No,No,1.0,2.0,2.0,,,,,388 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/houdeng-aimeries/vbc49149,Rue de l'Infante Isabelle 107,92500,,,,7110.0,houdeng-aimeries,,,,,,,,,,,,,2.0,,,No,No,,,,,5392.0,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbd21809,Rue du Moulin Petit 47,150000,,,2.0,7100.0,la-louviere,12 m²,102 m²,No,Fully equipped,Western kitchen,,1.0,Gas,,,No,No,,,2.0,No,No,,No,218 kWh/m²/year,03/01/2035,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/vbd23559,Rue Alfred Schelfaut 9,219000,Excellent,,2.0,7110.0,boussoit,17 m²,130 m²,No,Super equipped,,1.0,,Gas,,Yes,No,No,2.0,2.0,2.0,,Yes,,,174 kWh/m²/year,03/06/2035,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3120/tremelo/rbu19392,Basdongenstraat,327000,New,,2.0,3120.0,tremelo,,92 m²,,,,,,,,,,,,2.0,,,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3120/tremelo/rbu18227,Basdongenstraat,365000,New,,2.0,3120.0,tremelo,,101 m²,,,,,,,,,,,,,,,Yes,10 m²,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/7110/strepy-bracquegnies/vbd13477,7110 Strépy-Bracquegnies,129000,Normal,On contract,2.0,7110.0,strepy-bracquegnies,11 m²,139 m²,No,Fully equipped,Western kitchen,1.0,1.0,Gas,Double glass,,No,No,,4.0,1.0,Yes,Yes,,No,240 kWh/m²/year,24/07/2035,44.0,No certificate,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5540/hastiere/vbc98535,Rue Marcel Lespagne 80,140000,Normal,Immediately,2.0,5540.0,hastiere,6 m²,60 m²,No,,,,1.0,,Double glass,,No,No,2.0,,,No,Yes,16 m²,No,447 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3128/baal/rbj77379,Pastoriestraat,412500,New,On contract,2.0,3128.0,baal,,134 m²,No,Super equipped,,,2.0,Hot air,Double glass,Yes,No,,2.0,2.0,2.0,,Yes,29 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/studio/for-sale/5540/hastiere/vbc98534,Rue de Meuse 10,99000,Excellent,Immediately,1.0,5540.0,hastiere,,38 m²,Yes,,,,1.0,,Double glass,,No,No,2.0,,,No,No,,No,365 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5540/waulsort/vbd01687,5540 Waulsort,198000,Normal,On contract,1.0,5540.0,waulsort,,84 m²,No,Fully equipped,Western kitchen,,,Gas,Double glass,,No,,0.0,2.0,,Yes,Yes,,No,294 kWh/m²/year,23/04/2034,61.0,,(information not available),(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/3120/tremelo/rbu19335,Basdongenstraat,470000,New,,3.0,3120.0,tremelo,,134 m²,,,,,,,,,,,,,,,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3128/baal/rbu23150,Pastoriestraat,438000,New,On contract,3.0,3128.0,baal,,158 m²,No,Super equipped,,,2.0,Hot air,Double glass,Yes,No,,2.0,2.0,2.0,Yes,Yes,48 m²,,,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5540/hastiere/vbd08470,Rue de Meuse 11 E,159000,Normal,Immediately,2.0,5540.0,hastiere,24 m²,225 m²,No,,,,1.0,,Double glass,,No,No,0.0,,,No,Yes,18 m²,,236 kWh/m²/year,,8.0,,actual flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5550/membre/vbc66559,Rue la Routaine 78 50-21,79000,Excellent,On contract,2.0,5550.0,membre,8 m²,40 m²,Yes,Fully equipped,Western kitchen,,1.0,Electricity,Double glass,,No,No,5550.0,2.0,,No,Yes,18 m²,,406 kWh/m²/year,17/06/2015,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5550/membre/vwd13124,5550 Membre,42000,,On contract,2.0,5550.0,membre,,38 m²,,,,,,Electricity,Double glass,,,,,2.0,,,Yes,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/5550/membre/vbc71723,Rue la Routaine 78 100T7,67000,Excellent,On contract,2.0,5550.0,membre,6 m²,36 m²,Yes,Fully equipped,Western kitchen,,1.0,Electricity,Double glass,,No,No,5550.0,2.0,3.0,No,Yes,18 m²,,411 kWh/m²/year,07/05/2025,106.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/8480/ichtegem/rbt91543,Engelstraat 137 00.02,295000,,,2.0,8480.0,ichtegem,,78 m²,,,,,1.0,Not specified,,,Yes,Yes,0.0,,,Yes,Yes,12 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/8480/ichtegem/rbt91541,Engelstraat 137 01.02,320000,,,3.0,8480.0,ichtegem,,107 m²,,,,,1.0,Not specified,,,Yes,Yes,,,,No,Yes,16 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/3270/scherpenheuvel/rbt43112,Prattenborgplein 8;10,269000,New,On contract,1.0,3270.0,scherpenheuvel,,86 m²,No,Super equipped,,,1.0,Gas,,,No,,,2.0,2.0,,Yes,11 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/studio/for-sale/5550/membre/vbc56247,La Routaine 100 9,47000,Excellent,On contract,1.0,5550.0,membre,5 m²,30 m²,Yes,Fully equipped,Western kitchen,,1.0,Electricity,Double glass,,No,No,4.0,2.0,1.0,,No,,,415 kWh/m²/year,26/03/2035,107.0,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3270/scherpenheuvel-zichem/rbt78589,Kriekenlaan 13 2,459000,Excellent,,2.0,3270.0,scherpenheuvel-zichem,,114 m²,,Super equipped,,,1.0,,Double glass,Yes,Yes,,,2.0,1.0,Yes,Yes,,,47 kWh/m²/year,14/01/2030,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/8480/ichtegem/rbt91540,Engelstraat 137 00.01,299000,,,2.0,8480.0,ichtegem,,86 m²,,,,,1.0,Not specified,,,Yes,Yes,0.0,,,Yes,Yes,12 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8480/eernegem/rbt44671,8480 Eernegem,4950000,Excellent,,24.0,8480.0,eernegem,,1498 m²,,,,,,,,Yes,Yes,,4.0,,4.0,Yes,Yes,,No,116 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/8480/eernegem/rbs34696,Stationsstraat 71 B 03.02,199000,Excellent,On contract,1.0,8480.0,eernegem,,61 m²,,Fully equipped,Western kitchen,1.0,1.0,Hot air,Double glass,Yes,Yes,Yes,3.0,,3.0,,,,No,28 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8480/eernegem/rbt44670,8480 Eernegem,4950000,Excellent,,24.0,8480.0,eernegem,,1498 m²,,,,,,,,Yes,Yes,,4.0,,4.0,Yes,Yes,,,116 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/duplex/for-sale/8480/ichtegem/rbt91542,Engelstraat 137 01.01,325000,,,3.0,8480.0,ichtegem,,104 m²,,,,,1.0,Not specified,,,Yes,Yes,,,,No,Yes,15 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbt97738,Ten Dijke 1 002,168500,Normal,,1.0,8570.0,anzegem,8 m²,50 m²,No,Super equipped,,1.0,1.0,,Double glass,Yes,Yes,,,,1.0,No,Yes,10 m²,No,153 kWh/m²/year,,,"yes, certificate in accordance",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbi15844,Ingooigemplaats 56,330000,New,,2.0,8570.0,anzegem,,96 m²,,,,,,,,,Yes,,1.0,2.0,3.0,Yes,Yes,16 m²,No,99 kWh/m²/year,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/duplex/for-sale/3210/lubbeek/rbu19733,Dorpsstraat 7 3,345000,,,3.0,3210.0,lubbeek,,145 m²,,,,,2.0,Not specified,Double glass,,No,No,,,2.0,No,Yes,13 m²,,0 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbu12040,Kerkstraat 42 0008,198000,Normal,,2.0,8570.0,anzegem,,140 m²,No,Super equipped,,1.0,1.0,,Double glass,,Yes,,3.0,2.0,3.0,No,No,,No,177 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/vichte/rbt10894,Oudenaardestraat 18 0101,309750,,,2.0,8570.0,vichte,,92 m²,,Super equipped,,,1.0,Hot air,Double glass,,,,1.0,4.0,2.0,,Yes,17 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbi15841,Ingooigemplaats 56,349000,New,,2.0,8570.0,anzegem,,99 m²,,,,,,,,,Yes,,2.0,2.0,3.0,Yes,Yes,16 m²,No,99 kWh/m²/year,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbu23427,Grote Leiestraat 2 0002A,235000,Excellent,On contract,2.0,8570.0,anzegem,,100 m²,No,Super equipped,,,1.0,Gas,Double glass,,,,0.0,4.0,3.0,No,Yes,,,261 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/anzegem/rbi15849,Ingooigemplaats 56,308500,New,,2.0,8570.0,anzegem,,97 m²,,,,,,,,,Yes,,0.0,2.0,3.0,Yes,Yes,16 m²,No,99 kWh/m²/year,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/8570/vichte/rbt08791,Vichteplaats 1.6,299680,,,2.0,8570.0,vichte,,94 m²,,,Independent,,1.0,Not specified,,,,,1.0,4.0,2.0,No,Yes,,,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/loft/for-sale/8830/hooglede/rbu16328,Schoolstraat 12,239000,Normal,,3.0,8830.0,hooglede,,150 m²,No,,,,1.0,Gas,,,No,,2.0,3.0,,No,Yes,49 m²,,336 kWh/m²/year,06/03/2034,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3300/tienen/rbs77368,Kabbeekvest-Breughelhof 73,155000,Normal,,1.0,3300.0,tienen,13 m²,67 m²,,Fully equipped,,,1.0,Gas,Double glass,,Yes,,10.0,2.0,10.0,No,Yes,20 m²,No,230 kWh/m²/year,,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3300/tienen/rbt83951,Delportestraat 77 2,345000,,,2.0,3300.0,tienen,,,,,,,1.0,,,,Yes,,1.0,2.0,2.0,No,Yes,,,,,,No certificate,(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/3300/tienen/rbu18489,Gilainstraat 1 1,395000,Excellent,,3.0,3300.0,tienen,15 m²,109 m²,,,,,1.0,Gas,Double glass,Yes,Yes,,1.0,2.0,3.0,Yes,Yes,58 m²,,173 kWh/m²/year,,,"No, certificate does not comply",(information not available),(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9190/stekene/rbt96819,Kerkstraat 54 2,495000,New,,2.0,9190.0,stekene,,145 m²,No,,,,1.0,Electricity,,,Yes,,1.0,2.0,2.0,No,Yes,18 m²,,19 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu20304,Woeker 12 0101,395500,New,,2.0,9700.0,oudenaarde,14 m²,98 m²,No,Super equipped,,,1.0,Hot air,Double glass,Yes,Yes,No,0.0,3.0,3.0,No,Yes,13 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9190/stekene/rbt44950,Dorpsstraat 24A 2,250000,Normal,,1.0,9190.0,stekene,,97 m²,No,Super equipped,,,1.0,Gas,,,Yes,,1.0,,3.0,No,No,,,136 kWh/m²/year,23/05/2035,,"No, certificate does not comply",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/9190/kemzeke/rbt97251,Stationsstraat 32,299000,New,,1.0,9190.0,kemzeke,,85 m²,No,,,,1.0,Electricity,,,Yes,,3.0,3.0,3.0,No,Yes,6 m²,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/ground-floor/for-sale/9190/stekene/rbt31725,Kerkstraat 54 1,435000,New,,2.0,9190.0,stekene,,123 m²,No,Super equipped,,,1.0,Electricity,,,Yes,,0.0,2.0,2.0,No,Yes,28 m²,,19 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu20300,Kattestraat 45 00203,299500,New,,1.0,9700.0,oudenaarde,11 m²,75 m²,No,Super equipped,,,1.0,Hot air,Double glass,Yes,Yes,No,1.0,3.0,3.0,No,Yes,5 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/loft/for-sale/9700/oudenaarde/rbu25166,Ronseweg 66 15,299500,Normal,,3.0,9700.0,oudenaarde,,143 m²,,Super equipped,,1.0,2.0,Gas,Double glass,Yes,Yes,,0.0,4.0,4.0,No,Yes,,No,217 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9190/stekene/rbt02413,Kerkstraat 54,435000,New,,2.0,9190.0,stekene,,150 m²,No,Super equipped,,,2.0,Electricity,,,Yes,,0.0,2.0,,No,Yes,20 m²,,25 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu22974,Bergstraat 73,490000,New,,2.0,9700.0,oudenaarde,,135 m²,,,,,2.0,,,,Yes,,1.0,2.0,,No,Yes,,,,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/penthouse/for-sale/9190/stekene/rbu19977,Dorpsstraat 64,370000,New,,2.0,9190.0,stekene,,84 m²,No,,,,1.0,Electricity,,,Yes,,4.0,2.0,4.0,No,Yes,15 m²,,19 kWh/m²/year,,,"yes, certificate in accordance",no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu20309,Woeker 14 0202,335000,New,,1.0,9700.0,oudenaarde,10 m²,75 m²,No,Super equipped,,,1.0,Hot air,Double glass,Yes,Yes,No,1.0,3.0,4.0,No,Yes,12 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu20306,Woeker 14 0202,494500,New,,3.0,9700.0,oudenaarde,14 m²,120 m²,No,Super equipped,,,2.0,Hot air,Double glass,Yes,Yes,No,0.0,3.0,4.0,No,Yes,21 m²,No,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/apartment/for-sale/9700/oudenaarde/rbu20310,Woeker 14 0301,395000,New,,2.0,9700.0,oudenaarde,11 m²,95 m²,No,Super equipped,,,1.0,Hot air,Double glass,Yes,Yes,No,2.0,3.0,4.0,No,Yes,6 m²,No,,,,,no flooding area,(information not available)
